month,day_type,hour,daylight_savings_status,non_shiftable_load,solar_generation
9,4,0,True,0.3856,0
9,4,1,True,0.2982,0
9,4,2,True,0.3036,0
9,4,3,True,0.3423,0
9,4,4,True,0.2689,0
9,4,5,True,0.38780000000000003,0
9,4,6,True,0.4138,0
9,4,7,True,0.2455,0
9,4,8,True,0.08510000000000001,0
9,4,9,True,0.45219999999999994,0
9,4,10,True,0.6919,0
9,4,11,True,0.0003,0
9,4,12,True,0.0004,0
9,4,13,True,0.0,0
9,4,14,True,0.2565,0
9,4,15,True,0.0289,0
9,4,16,True,0.0443,0
9,4,17,True,0.2026,0
9,4,18,True,0.567,0
9,4,19,True,1.2458,0
9,4,20,True,0.8732,0
9,4,21,True,0.5627,0
9,4,22,True,0.5214,0
9,4,23,True,0.5058,0
9,5,0,True,0.3226,0
9,5,1,True,0.3218,0
9,5,2,True,0.3577,0
9,5,3,True,0.2625,0
9,5,4,True,0.3746,0
9,5,5,True,0.3046,0
9,5,6,True,0.3487,0
9,5,7,True,0.352,0
9,5,8,True,0.0181,0
9,5,9,True,0.4048,0
9,5,10,True,0.1757,0
9,5,11,True,0.0,0
9,5,12,True,0.0,0
9,5,13,True,0.1923,0
9,5,14,True,0.0845,0
9,5,15,True,0.0,0
9,5,16,True,0.0772,0
9,5,17,True,0.5189,0
9,5,18,True,2.6033,0
9,5,19,True,0.776,0
9,5,20,True,1.4394,0
9,5,21,True,0.5671,0
9,5,22,True,0.5209,0
9,5,23,True,0.4628,0
9,6,0,True,0.36060000000000003,0
9,6,1,True,0.5559,0
9,6,2,True,0.3384,0
9,6,3,True,0.2834,0
9,6,4,True,0.3488,0
9,6,5,True,0.30169999999999997,0
9,6,6,True,0.2681,0
9,6,7,True,0.22870000000000001,0
9,6,8,True,1.801,0
9,6,9,True,8.994,0
9,6,10,True,6.4314,0
9,6,11,True,3.5097,0
9,6,12,True,7.8522,0
9,6,13,True,7.7934,0
9,6,14,True,10.2029,0
9,6,15,True,10.5597,0
9,6,16,True,10.8216,0
9,6,17,True,5.0937,0
9,6,18,True,0.6957,0
9,6,19,True,1.7305,0
9,6,20,True,0.7081,0
9,6,21,True,0.6356,0
9,6,22,True,0.6975,0
9,6,23,True,0.4167,0
9,0,0,True,0.4546,0
9,0,1,True,1.4273,0
9,0,2,True,0.2991,0
9,0,3,True,0.3264,0
9,0,4,True,0.294,0
9,0,5,True,0.3578,0
9,0,6,True,0.491,0
9,0,7,True,0.4717,0
9,0,8,True,0.12380000000000001,0
9,0,9,True,0.9861,0
9,0,10,True,0.7553,0
9,0,11,True,0.2189,0
9,0,12,True,0.4895,0
9,0,13,True,0.0036999999999999997,0
9,0,14,True,0.0725,0
9,0,15,True,0.0059,0
9,0,16,True,0.0006000000000000001,0
9,0,17,True,0.3694,0
9,0,18,True,1.3175999999999999,0
9,0,19,True,1.4739,0
9,0,20,True,1.2978,0
9,0,21,True,0.8893,0
9,0,22,True,0.5679,0
9,0,23,True,0.4351,0
9,1,0,True,0.3856,0
9,1,1,True,0.28600000000000003,0
9,1,2,True,0.5671,0
9,1,3,True,0.3007,0
9,1,4,True,0.2999,0
9,1,5,True,0.4004,0
9,1,6,True,0.445,0
9,1,7,True,0.3354,0
9,1,8,True,0.0162,0
9,1,9,True,0.886,0
9,1,10,True,0.1066,0
9,1,11,True,0.0287,0
9,1,12,True,0.0,0
9,1,13,True,0.0,0
9,1,14,True,0.0002,0
9,1,15,True,0.0,0
9,1,16,True,0.011,0
9,1,17,True,0.2681,0
9,1,18,True,2.2744,0
9,1,19,True,1.5524,0
9,1,20,True,1.5419,0
9,1,21,True,0.6048,0
9,1,22,True,0.8564,0
9,1,23,True,0.447,0
